,STATION CODE,Address,Location,Temp,DO,PH,CONDUCTIVITY (mhos/cm),BOD,NI,Fec_col,Tot_col,year,WQI,WQI clf,Is_Potable
196,3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,25.5,7.2,7.4,82.0,2.0,2.8,26.0,61.0,2014.0,57.219910980392164,2,0
197,3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,20.0,7.3,7.1,55.0,1.9,2.5,24.0,53.0,2014.0,55.552252156862735,2,0
198,3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,20.3,7.3,7.1,57.0,2.0,2.4,24.0,50.0,2014.0,56.426298823529415,2,0
200,3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.0,7.3,5.6,56.0,1.8,2.1,16.0,34.0,2014.0,49.84726470588235,1,0
201,3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,19.2,5.1,7.0,105.0,3.6,4.7,351.0,780.0,2014.0,73.0638725490196,2,0
202,3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,18.3,7.3,7.1,51.0,1.6,2.4,19.0,40.0,2014.0,52.771478823529414,2,0
203,3372,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,19.6,7.7,7.2,50.0,1.6,2.0,19.0,36.0,2014.0,53.918198431372545,2,0
204,1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,23.7,7.6,7.3,115.0,2.1,3.7,301.0,528.0,2014.0,64.9698580392157,2,0
205,3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,18.2,6.2,7.0,81.0,2.4,5.1,36.0,79.0,2014.0,57.79850588235294,2,0
206,3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.8,7.2,7.1,66.0,1.9,3.4,28.0,63.0,2014.0,55.52237215686274,2,0
207,3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.9,7.4,7.1,57.0,1.5,2.9,13.0,40.0,2014.0,52.03096549019608,2,0
208,3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,25.1,7.5,7.4,144.0,1.7,3.5,26.0,59.0,2014.0,55.31794431372549,2,0
209,3350,UMKHEN AT WAHKDAIT,MEGHALAYA,18.8,7.1,7.1,63.0,1.9,5.6,22.0,48.0,2014.0,55.40504549019607,2,0
210,3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,20.2,7.3,7.2,65.0,1.9,3.3,24.0,48.0,2014.0,55.947171764705885,2,0
211,3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,20.0,7.3,7.3,65.0,2.0,3.0,25.0,54.0,2014.0,57.12934470588236,2,0
213,3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.2,7.2,7.0,66.0,1.9,3.7,28.0,60.0,2014.0,55.248159215686265,2,0
214,3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,22.1,7.7,7.2,62.0,1.6,3.0,27.0,59.0,2014.0,54.212031764705884,2,0
215,3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.6,7.3,6.9,61.0,2.2,2.0,25.0,52.0,2014.0,57.56367960784315,2,0
218,3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,22.6,7.2,7.1,65.0,2.1,2.4,56.0,120.0,2014.0,57.81455882352942,2,0
219,3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,20.0,7.5,7.3,64.0,1.9,3.3,21.0,42.0,2014.0,56.62828470588236,2,0
220,3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,19.9,7.6,7.3,65.0,1.9,3.8,21.0,43.0,2014.0,56.904691372549024,2,0
221,2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,24.5,7.1,7.3,269.0,1.4,0.1,221.0,115.0,2014.0,55.44837803921568,2,0
222,2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,24.4,7.2,7.3,275.0,1.5,0.1,4.0,68.0,2014.0,51.750158039215684,2,0
223,2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.6,6.9,7.1,186.0,1.6,0.1,221.0,29.0,2014.0,56.12629215686274,2,0
224,2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.5,6.8,7.1,201.0,1.4,0.2,221.0,86.0,2014.0,54.16136549019608,2,0
225,1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.3,6.2,7.8,165.0,2.1,0.0,282.0,340.0,2014.0,62.54862941176471,2,0
226,1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,29.1,6.4,7.8,158.0,4.1,0.5,458.0,500.0,2014.0,84.67315607843138,3,1
227,1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,26.6,6.6,7.9,210.0,4.2,1.9,510.0,572.0,2014.0,87.6368556862745,3,1
228,2,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",DAMAN & DIU,27.0,6.7,0.0,208.0,1.8965,0.516,221.0,468.0,2013.0,36.704153999999996,1,0
229,1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,27.1,7.3,7.9,693.0,0.5,1.0,161.0,173.0,2013.0,48.64073568627452,1,0
230,1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN), GUJARAT",GUJARAT,27.3,5.0,7.6,1676.0,1.8,8.0,329.0,174.0,2013.0,58.83399019607843,2,0
231,1865,RIVER DHADAR AT KOTHADA,GUJARAT,27.0,6.7,0.0,506.0,1.8965,6.0,26.0,227.0,2013.0,33.00677799999999,1,0
233,1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,27.5,5.3,7.8,817.0,2.8,1.0,9.0,23.0,2013.0,60.90306274509804,2,0
234,1860,BALEHWAR KHADI AT N.H. NO 8,GUJARAT,28.4,4.5,8.3,1287.0,1.5,11.0,116.0,5.0,2013.0,52.71430078431373,2,0
235,2082,TRIVENI SANGAM,GUJARAT,27.0,6.7,7.3,183.0,1.8965,0.0,221.0,2.0,2013.0,58.903482705882354,2,0
236,1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,27.6,6.8,8.2,1862.0,2.5,0.87,7.0,64.0,2013.0,62.97288117647059,2,0
237,3205,"UPSTREAM OF RIVER VISHWAMITRI AT ASOD BRIDGE AT N.H. 8 , NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",GUJARAT,27.0,5.0,8.0,183.0,0.7,0.0,221.0,468.0,2013.0,46.796955294117645,1,0
238,3204,"DOWNSTREAM OF RIVER VISHWAMITRI AT KHALIPUR VILLAGE, BEFORE MEETING JAMBUVA RIVER",GUJARAT,27.0,3.0,7.7,183.0,0.4,0.0,221.0,468.0,2013.0,38.79629647058824,1,0
240,2072,RIVER BHOGAVO D/S OF SURENDRANAGAR,GUJARAT,29.0,8.2,8.4,606.0,2.9,0.0,221.0,468.0,2013.0,74.67142705882353,2,0
242,1475,ZUARI AT PANCHAWADI,GOA,30.4,5.5,6.7,209.0,0.8,0.17,1893.0,2915.0,2013.0,82.31991372549021,3,1
244,3182,RIVER ZUARI AT MARCAIM JETTY,GOA,30.3,5.3,7.3,182.0,1.5,0.08,1976.0,3080.0,2013.0,91.76665137254902,3,1
246,1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,29.9,5.7,6.9,111.0,1.0,0.14,939.0,3061.0,2013.0,64.06949960784314,2,0
250,1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,27.9,7.0,6.9,64.0,1.1,0.09,1641.0,2841.0,2013.0,83.28159294117648,3,1
253,2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,28.8,7.0,7.0,55.0,1.2,0.66,1298.0,2813.0,2013.0,76.94702588235293,3,1
255,1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,29.8,6.7,6.8,83.0,1.2,0.17,2140.0,3559.0,2013.0,94.39532666666666,3,1
256,2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,29.7,7.1,6.6,76.0,1.0,0.12,2367.0,3527.0,2013.0,97.90007411764707,3,1
258,1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,27.9,7.2,6.7,89.0,0.9,0.06,832.0,1996.0,2013.0,63.278507058823536,2,0
261,2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,29.8,5.6,7.7,142.0,1.7,0.14,1831.0,3644.0,2013.0,92.3437031372549,3,1
263,3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA,30.6,5.2,7.1,306.0,2.6,0.34,1411.0,1525.0,2013.0,87.89695215686274,3,1
266,1547,"RIVER TALPONA AT CANACONA, GOA",GOA,29.6,6.9,6.7,63.0,0.9,0.21,691.0,1132.0,2013.0,59.31910705882354,2,0
269,2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,26.7,6.9,7.7,121.0,3.3,1.0,77.0,163.0,2013.0,69.94398980392158,2,0
270,1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,29.3,7.2,8.2,112.0,3.3,1.0,39.0,94.0,2013.0,71.28269450980392,2,0
271,2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.0,6.9,7.7,103.0,3.7,0.57,48.0,103.0,2013.0,72.77971647058826,2,0
272,2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.2,6.9,7.6,104.0,3.5,0.75,37.0,79.0,2013.0,70.47448352941177,2,0
273,1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,26.5,6.4,7.4,1003.0,4.3,2.89,524.0,753.0,2013.0,87.17961098039216,3,1
274,2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,20.7,6.3,8.3,408.0,2.7,1.58,64.0,157.0,2013.0,64.98104078431373,2,0
275,1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,27.2,6.7,7.8,105.0,3.6,1.0,43.0,89.0,2013.0,71.69214274509805,2,0
276,2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,27.5,6.3,7.6,209.0,4.4,1.86,48.0,98.0,2013.0,77.50522352941177,3,1
277,2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,26.0,5.9,7.6,13768.0,5.0,1.79,166.0,300.0,2013.0,87.55879019607843,3,1
278,2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,26.5,7.3,7.7,86.0,3.2,1.0,50.0,93.0,2013.0,69.32418980392158,2,0
280,2676,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,27.3,6.3,8.3,999.0,3.3,1.78,4.0,112.0,2013.0,69.1082274509804,2,0
281,1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,28.7,7.2,7.7,125.0,3.3,1.0,39.0,89.0,2013.0,69.75268980392158,2,0
282,1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,28.4,7.1,7.5,127.0,3.4,4.4,17.0,63.0,2013.0,69.68413725490194,2,0
284,2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,127.0,3.2,1.0,22.0,51.0,2013.0,68.1775168627451,2,0
285,2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.0,7.6,126.0,3.3,1.0,20.0,63.0,2013.0,68.57833686274509,2,0
286,2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,126.0,3.4,1.89,29.0,64.0,2013.0,70.20256352941176,2,0
287,2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,28.7,7.1,7.8,112.0,3.2,0.63,43.0,88.0,2013.0,68.9974094117647,2,0
288,2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,29.3,6.8,7.7,9590.0,3.6,4.57,3.0,124.0,2013.0,73.20780980392156,2,0
289,2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,28.3,6.8,7.4,174.0,3.7,2.26,4.0,124.0,2013.0,70.87197098039216,2,0
290,2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,28.7,6.8,7.6,2572.0,3.3,4.22,4.0,118.0,2013.0,68.68441019607842,2,0
291,2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,29.2,6.7,7.8,6030.0,4.4,4.78,4.0,138.0,2013.0,79.63940274509805,3,1
292,2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,28.7,6.8,7.7,7207.0,3.9,4.25,3.0,120.0,2013.0,75.30328313725491,3,1
293,2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.2,6.8,8.1,167.0,3.8,1.0,32.0,85.0,2013.0,74.37256156862746,2,0
294,2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.2,6.8,8.0,173.0,3.5,1.0,53.0,98.0,2013.0,71.87888862745099,2,0
295,2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,27.2,7.0,8.0,168.0,3.6,1.0,44.0,83.0,2013.0,73.00338862745097,2,0
296,2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,28.0,6.9,7.9,131.0,3.5,0.75,41.0,96.0,2013.0,71.49162235294116,2,0
297,1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,26.2,7.0,7.6,125.0,3.5,0.6,33.0,63.0,2013.0,70.59208352941177,2,0
298,2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,26.2,7.2,7.5,132.0,3.3,0.9,38.0,88.0,2013.0,69.10827058823529,2,0
299,2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,28.2,7.2,7.7,119.0,3.3,1.0,35.0,68.0,2013.0,69.65834980392157,2,0
300,2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,24.5,6.9,7.5,159.0,2.8,1.0,3.0,82.0,2013.0,63.260423921568616,2,0
301,2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,24.5,6.7,7.7,141.0,3.3,3.0,4.0,90.0,2013.0,68.09509647058823,2,0
302,2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,24.5,7.3,7.7,132.0,2.9,2.0,3.0,88.0,2013.0,65.7482431372549,2,0
303,1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,24.0,6.4,7.3,76.0,1.7,0.62,199.0,788.0,2013.0,56.23113137254902,2,0
304,1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,24.9,6.0,7.1,85.0,1.7,0.53,262.0,538.0,2013.0,56.06266549019608,2,0
305,3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,24.3,6.3,7.1,69.0,1.3,0.57,248.0,593.0,2013.0,52.88931882352941,2,0
306,3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,24.8,6.5,7.3,76.0,1.6,0.55,226.0,545.0,2013.0,56.10281803921568,2,0
307,2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.4,6.7,6.6,60.0,1.2,0.34,228.0,435.0,2013.0,50.853667450980396,3,1
308,2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,27.0,7.0,6.6,3544.0,1.5,0.37,208.0,435.0,2013.0,54.50092745098039,2,0
309,2286,R AYROOR AT AYROOR BRIDGE,KERALA,26.6,6.7,7.3,51.0,0.8,0.35,547.0,1567.0,2013.0,56.75539137254903,2,0
310,2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.6,6.9,7.7,107.0,0.7,0.46,255.0,443.0,2013.0,50.86206980392157,3,1
311,2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,28.8,6.7,7.9,173.0,0.9,0.56,191.0,426.0,2013.0,51.409889019607846,2,0
312,1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,28.0,5.6,6.9,126.0,1.2,0.67,266.0,990.0,2013.0,50.3509262745098,3,1
314,21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,27.5,6.9,7.4,12754.0,0.8,0.29,1807.0,2557.0,2013.0,88.3562443137255,3,1
315,3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,26.8,7.1,7.4,80.0,0.6,0.5,1921.0,2831.0,2013.0,86.84280431372551,3,1
316,1572,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,30.0,7.2,6.9,62.0,1.3,0.11,33.0,150.0,2013.0,49.367519607843136,1,0
317,1573,"CHITRAPUZHA AT IRUMPANAM, KERALA",KERALA,28.8,3.4,6.7,2965.0,2.3,1.11,271.0,1236.0,2013.0,55.44412705882354,2,0
318,2295,R CORAPUZHA AT KANAYANKODE,KERALA,27.4,6.1,7.2,15871.0,0.9,0.25,1667.0,2975.0,2013.0,84.53766509803921,3,1
319,1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,24.8,6.4,7.2,120.0,1.9,0.77,258.0,618.0,2013.0,58.98775843137255,2,0
320,2287,R ITHIKKARA AT ITHIKKARA,KERALA,23.6,6.2,7.2,7448.0,2.0,1.01,184.0,483.0,2013.0,59.40365843137255,2,0
321,1566,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA,29.8,6.6,6.9,77.0,1.6,0.29,264.0,756.0,2013.0,55.95671960784313,2,0
322,2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,30.2,6.8,7.0,72.0,1.7,0.2,249.0,785.0,2013.0,57.25481254901961,2,0
323,2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,28.2,2.9,6.7,305.0,2.2,1.28,403.0,1623.0,2013.0,55.8881537254902,2,0
324,2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,27.7,3.0,6.6,86.0,2.0,0.39,357.0,1319.0,2013.0,52.80373411764706,2,0
325,42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,23.9,6.7,7.1,79.0,1.6,0.34,313.0,738.0,2013.0,57.87557215686275,2,0
326,3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,27.8,6.1,7.8,2905.0,1.3,0.54,422.0,997.0,2013.0,59.14610941176472,2,0
327,3458,KARAPUZHA DAM AT WAYANAD,KERALA,26.4,6.9,7.4,112.0,0.5,0.35,50.0,67.0,2013.0,43.548464313725496,1,0
328,1571,"R KARINGODE AT KAKKADAVU,  KERALA",KERALA,29.6,7.0,6.9,51.0,1.1,0.18,44.0,317.0,2013.0,47.43959294117648,1,0
330,3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,26.3,7.0,7.1,30.0,0.5,0.32,211.0,496.0,2013.0,46.48186549019607,1,0
331,2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,30.0,6.1,7.0,59.0,1.8,0.58,89.0,282.0,2013.0,52.98293921568628,2,0
332,2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,28.0,6.0,6.4,61.0,2.1,0.28,87.0,300.0,2013.0,53.506521568627456,2,0
333,2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,30.1,6.3,7.0,105.0,2.8,0.37,142.0,543.0,2013.0,63.49341921568626,2,0
334,2326,R KORAYAR AT KANJIKODE,KERALA,27.9,6.9,8.1,502.0,0.9,0.72,382.0,615.0,2013.0,56.81774823529411,2,0
335,1569,"R KUPPAM AT THALIPARAMBA, KERALA",KERALA,27.0,5.9,6.7,14662.0,1.5,0.52,144.0,377.0,2013.0,53.40818039215687,2,0
336,2298,R KUPPAM AT RAYAROM,KERALA,26.0,7.8,6.8,49.0,1.4,0.3,122.0,319.0,2013.0,53.29615999999999,2,0
337,1567,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA,27.7,7.1,7.4,380.0,1.0,0.14,1527.0,66382.0,2013.0,95.68406431372549,3,1
339,2285,R MAMOM AT MAMOM BRIDGE,KERALA,26.5,6.2,7.2,51.0,0.8,0.23,331.0,942.0,2013.0,50.41831843137255,3,1
340,1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,28.5,7.2,6.8,69.0,1.2,0.45,706.0,941.0,2013.0,63.262,2,0
341,1384,"MANIMALA AT THONDRA, KERALA",KERALA,28.7,6.9,6.7,75.0,2.5,0.4,526.0,701.0,2013.0,69.76440039215687,2,0
342,3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,25.7,6.3,7.4,113.0,0.6,0.88,98.0,128.0,2013.0,44.23825098039215,1,0
343,2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,29.3,7.6,6.8,79.0,1.6,0.31,48.0,109.0,2013.0,52.950053333333344,2,0
344,1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,27.0,7.0,7.2,57.0,0.6,0.46,2117.0,3558.0,2013.0,90.49090509803922,3,1
345,43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,27.1,6.8,7.2,105.0,0.6,0.39,1200.0,2392.0,2013.0,69.52899176470589,2,0
346,2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,30.3,6.3,6.7,2315.0,1.3,0.17,55.0,278.0,2013.0,47.7796937254902,1,0
347,1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA,26.2,6.6,7.3,45.0,0.6,0.39,228.0,940.0,2013.0,47.57890470588235,1,0
348,2284,R NEYYAR AT ARUVIPURAM,KERALA,26.2,6.9,7.2,42.0,0.5,0.18,151.0,774.0,2013.0,45.28941176470588,1,0
349,2288,R PALLICKAL AT NELLIMUKAL,KERALA,25.1,6.0,7.3,92.0,1.7,0.56,256.0,597.0,2013.0,56.56057137254903,2,0
350,1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27.4,6.1,7.2,59.0,0.7,1.04,181.0,311.0,2013.0,45.94831843137255,1,0
351,1341,"PAMBA AT THAKAZHY, KERALA",KERALA,28.1,4.5,6.9,1190.0,0.7,1.17,218.0,388.0,2013.0,42.58613294117647,1,0
352,1565,"PAMBA DOWN, KERALA",KERALA,28.3,4.2,7.0,69.0,0.6,1.04,240.0,420.0,2013.0,41.57579254901961,1,0
353,17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,28.2,6.0,7.0,5569.0,2.2,0.68,473.0,1894.0,2013.0,66.3666125490196,2,0
354,18,"PERIYAR AT KALADY, KERALA",KERALA,27.2,7.3,7.0,34.0,1.0,0.27,234.0,927.0,2013.0,51.86394588235295,2,0
355,1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,27.4,6.3,7.0,44.0,1.6,0.32,487.0,1876.0,2013.0,60.769892549019616,2,0
356,2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,28.2,6.4,7.2,49.0,1.4,0.23,362.0,1357.0,2013.0,56.94807843137254,2,0
357,2334,RIVER PERIYAR AT PATHALAM,KERALA,27.9,5.9,7.0,3272.0,2.2,0.62,330.0,1284.0,2013.0,62.33891254901961,2,0
358,2335,R PERIYAR AT KALAMASSERY,KERALA,27.3,4.6,7.0,65.0,1.7,0.28,631.0,1937.0,2013.0,61.08905921568628,2,0
359,2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.2,6.5,6.9,4650.0,2.0,1.0,340.0,1573.0,2013.0,62.21924627450981,2,0
360,3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",KERALA,28.2,6.5,7.0,42.0,1.4,1.0,249.0,1221.0,2013.0,54.11209921568627,2,0
361,2300,R PERUVAMBA AT CHANDAPPURA,KERALA,26.7,6.4,6.4,45.0,1.2,1.0,142.0,376.0,2013.0,47.73234156862745,1,0
362,2303,R PULLUR AT PULLUR BR.,KERALA,28.0,6.0,6.1,56.0,1.2,0.0,136.0,438.0,2013.0,45.702209411764706,1,0
363,2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.7,5.3,6.8,99.0,2.8,0.79,106.0,523.0,2013.0,59.91231333333333,2,0
364,2305,R SHRIYA AT ANGADIMOGARU,KERALA,28.9,6.9,6.7,66.0,1.8,0.0,93.0,205.0,2013.0,53.843867058823534,2,0
365,2296,R THALLASSERY AT PATHIPPALAM,KERALA,26.4,6.0,6.6,67.0,1.5,3.69,168.0,398.0,2013.0,50.99383411764707,3,1
366,2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,30.0,4.9,6.8,9107.0,1.6,1.0,208.0,614.0,2013.0,52.68365333333333,2,0
367,3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,27.8,6.6,6.8,15525.0,1.1,0.06,149.0,347.0,2013.0,51.966300000000004,2,0
368,1442,"VAMANAPURAM, KERALA",KERALA,26.7,7.1,7.5,46.0,0.8,1.0,239.0,1097.0,2013.0,51.41306392156863,2,0
369,1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,27.0,6.0,7.3,432.0,1.2,3.0,3.0,78.0,2013.0,46.770664705882346,1,0
370,2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,26.8,6.1,7.7,328.0,1.2,1.0,3.0,211.0,2013.0,48.005089803921564,1,0
371,3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,19.0,5.8,7.8,707.0,0.6,0.85,2.0,1100.0,2013.0,42.576802745098036,1,0
372,3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,21.4,6.1,8.0,674.0,0.9,1.0,2.0,1260.0,2013.0,46.55334862745097,1,0
