STN Code,Name,Year,Temperature Min,DO Min,pH Min,Conductivity Min,BOD Min,Nitrate Min,Faecal Coli Form Min,Total Coli Form Min
4547,SWARANA KUNTE,2021,25,4.2,6.5,444,3,0.5,920,3800
3610,TUBRAHALLI LAKE,2021,25,0.3,6.7,1109,7,0.4,1720,3480
4533,ULLALU LAKE,2021,25,2,6.5,369,3,0.58,7000,14800
3593,ULSOOR LAKE TEMPLE,2021,25,1.8,6.6,254,3,0.3,14100,10900
1388,ULSOOR LAKE TRAINING CENTRE OF FISH,2021,25,2,6.8,253,3,0.67,70000,500000
3608,VARTHUR LAKE,2021,25,0.3,6.5,798,6,1,79000,300000
4527,WHITEFIELD KERE,2021,24,0.3,6.6,496,4,0.3,79000,200000
3592,YEDIYUR LAKE,2021,25,4.1,6.5,201,3,0.6,33000,70000
3585,YENNEHOLE LAKE,2021,21,1,7,742,1.4,2.5,33000,94000
3696,AIANAKERE TANK,2021,23,3.1,8,654,4,0.3,7900,34800
3629,ALLASANDRA TANK,2021,25,4,6.5,421,4,0.9,49000,54200
4541,ALUR KERE,2021,25,4.2,6.5,89,3,0.3,23000,79000
3623,ANEKAL DODDAKERE TANK,2021,25,0.3,6.6,414,2,0.72,2200,27800
3681,ANGOL MI TANK,2021,21,0.3,6.6,293,3.7,0.32,14100,34500
3638,ANNAYAPPA TANK,2021,25,4,6.5,173,3,0.3,70000,500000
3673,AVALI KERE,2021,21,3,7.3,980,3.8,0.7,4900,17200
3675,B KATIHALLI KERE,2021,21,5.4,7.4,290,2,0.3,63000,200000
3636,BANDEMATTA TANK,2021,25,3,6.5,196,5,0.4,4600,17500
3664,BASAVANAHALLIKERE TANK,2021,25,5.9,7.7,500,2,0.3,10900,34500
3643,BEENNIGANAHALLI TANK,2021,25,0.5,6.6,304,3,0.73,33000,100000
3619,BEGUR TANK,2021,25,4.1,6.4,426,3,0.7,13000,34800
3693,BHATHIKERE TANK,2021,26,0.5,7.1,260,3,0.3,270,1300
3651,BHEEMSANDRA TANK,2021,25,1,6.7,740,4,2,330,1720
3637,BYRAMANGALA TANK,2021,25,2.2,6.8,821,4,0.81,330,790
3595,BYRASANDRA TANK,2021,25,3.2,6.5,274,3,0.94,630,2800
4532,CHANDAPURA LAKE,2021,25,0.3,6.7,1099,6,1,940,2400
3606,DASARAHALLI TANK,2021,25,2.9,6.1,194,2,0.51,390,2100
3634,DEVARAKERE TANK,2021,25,3,6.5,271,3,0.3,350,1600
3641,DHOREKERE TANK,2021,25,0.3,6.5,237,3.8,0.7,330,1600
3653,DODDAKERE TANK,2021,25,4.8,6.5,155,3,0.3,140,500
3604,DODDANAKUNDI TANK,2021,25,3.3,6.5,574,4,1.1,500,1600
4526,DYAVASANDRA TANK,2021,25,4,6.3,236,2,0.6,220,500
3666,GANIGARAHOSAHALLIKERE TANK,2021,21,4.6,7.6,460,2,0.3,7,13
3676,GAVENAHALLIKERE,2021,20,5.6,7.4,330,2,0.3,920,3300
3671,HANUMANTHAPURAKATTE TANK,2021,22,4.2,7.5,390,2.2,0.3,2700,34500
3683,HEREKERE TANK,2021,24,4.5,7.4,739,9,1.22,490,2400
3598,HEROHALLI TANK,2021,25,0.3,6.2,321,4,0.3,33000,63000
3597,HESARAGHATTA TANK,2021,25,4.8,5.4,123,2,0.3,3300,4900
3559,HULLIGE TANK,2021,24,6.9,7.4,312,2.5,0.3,11000,100000
3660,HUNASINA KERE TANK,2021,21,5.3,7.3,440,2,0.3,2600,34800
3561,HUNDIKERE (KOPPAL) TANK,2021,24,7,7.5,326,3,0.3,11000,34800
3670,INORKATTE KERE,2021,23,4.6,7.3,320,2,0.3,10900,27800
3642,JIGANI TNAK,2021,23,4.8,6.5,394,2,1,49000,300000
3663,JOLADAKATTE TANK,2021,21,4.2,7.7,390,2.1,0.3,11000,200000
3682,KAKATI POND,2021,21,4,8.4,1180,1.1,0.4,70000,200000
3607,KALKERE TANK,2021,25,1.8,6.5,393,4,0.4,10900,13000
4530,KAMMASANDRA TANK,2021,25,0.3,6.7,1237,9,1.8,79000,200000
3657,KANCHANAHALLI KOPPALU KERE,2021,21,2.4,7.3,990,3.4,0.5,10900,34800
3588,KARANJIKERE TANK,2021,19,6,7.4,496,2.5,1.5,33000,100000
3684,KELEGERE TANK,2021,23,6.7,7.5,447,3.2,0.62,7000,27800
3639,KENGERI TANK,2021,25,1.3,6.5,289,3,0.59,1300,34800
4511,KOGILU KERE,2021,25,3.1,6.5,407,3,0.4,7000,34800
3661,KOKKANAGHATTADODDAKERE TANK,2021,22,3.6,7.7,500,2.6,0.3,10900,54200
3695,KONDAGGIKERE TANK,2021,26,5.8,7.6,220,2.2,0.3,7900,13000
3662,KOUSHIKA KERE,2021,21,5.7,7.3,450,1.8,0.3,34000,100000
3692,KUNDUVADAKERE TANK,2021,27,6.9,8,330,2.3,1.1,4900,34800
3590,LALBAGH TANK,2021,25,2.6,6.6,397,3,0.61,4600,17500
3665,LINGAPPANAKATTE TANK,2021,21,5,7.5,370,2,0.3,70000,200000
3599,MADAVARA TANK,2021,25,3.4,6.2,213,2,0.56,10900,94000
4503,MADHURE TANK,2021,25,3.4,6.5,64,3,0.3,7000,22100
3589,MADIWALA TANK,2021,25,4.2,6.7,286,3,1.03,23000,13000
3659,MAKANA KERE,2021,21,1.9,7.3,740,3.8,0.7,330,790
3635,MALATHAHALLI TANK,2021,25,0.3,6.3,375,4,1.6,13000,34800
4092,"MANCHALAPUR TANK, MANCHALAPUR,",2021,26,6.5,7.8,922,6,0.3,410,2400
4501,MANCHANABALE DAM,2021,25,3.3,6.6,643,4,0.3,170,1100
4512,MANCHANABALE DAM,2021,25,0.3,6.5,183,8,0.8,350,210
3697,MATTADAKERE TANK,2021,24,4.2,7.2,770,5,0.3,490,2400
3560,MAVENAKERE TANK,2021,26,6.5,7.5,962,7,0.3,430,1600
3650,MELEKOTE TANK,2021,25,1.1,6.6,704,3,1,310,2100
3648,MYDALA TANK,2021,25,4.8,6.5,151,3,0.52,220,1600
3626,NAGAVARA TANK,2021,25,1,6.5,308,3,0.5,280,1600
3596,NAYANDANAHALLI TANK,2021,25,0.3,6.1,211,3.6,0.5,330,2400
3686,NIRASAGARAKERE TANK,2021,24,7.3,7.5,326,1,0.32,260,1200
3687,NUGGIKERE TANK,2021,23,6.5,7.3,620,3.2,0.72,330,2100
3669,PEREMINAHALLI KERE,2021,22,5.2,7.4,380,1.8,0.3,310,1700
3565,PILIKULA TANK,2021,28,4.9,6.5,128,2,2.1,700,4300
4502,RAMAMMANA KERE,2021,25,2.8,7.2,896,5,2,480,2100
4513,RAMAMMANA KERE,2021,25,1.6,6.2,230,2,0.56,580,2800
4531,RAYASANDRA LAKE,2021,25,0.3,6.7,1035,5,1.15,30,46
4498,"SANAVALLI DAM, MUNGOD",2021,23,7.1,6.8,163,2.2,0.3,13,900
3672,SANKALAPURAKERE TANK,2021,22,4.1,7.4,450,2,0.3,500,1600
3594,SANKEY TANK,2021,25,4.9,6.5,267,3,0.56,2800,9000
3667,SATHENAHALLIDODDAKERE TANK,2021,22,4.5,7.6,780,3,0.5,800,1300
3674,SATHYAMANGALA KERE,2021,22,5.4,7.5,370,1.8,0.3,170,1800
3694,SHANTHISAGARKERE TANK,2021,25,6,7.7,104,2,0.3,110,275
3677,SHARANABASAVESHWARA KERE,2021,26,6,7.5,1035,3,0.3,130,900
3600,SHIVAPURA TANK,2021,25,0.3,6.5,762,5,2,25,45
3689,SOMESHWARAKERE TANK,2021,23,5.8,7.1,732,3.3,1.02,50,140
3668,SOUDRALLI KERE,2021,21,4.3,7.3,690,2.9,0.3,110,350
3633,SUBRAMANYAPURA TANK,2021,25,0.3,6.5,969,5,0.8,110,225
3688,SUDANAKERE TANK,2021,23,6.9,7.7,581,3.4,0.52,170,900
3690,UNAKALKERE TANK,2021,25,6.9,7.7,876,3.3,1.02,70,220
3640,UTTARAHALLI DORAIKERE,2021,25,0.3,6.7,192,4,0.52,80,240
3632,VEERAPURA TANK,2021,25,0.3,6.5,309,3,0.8,1300,3000
3603,VENGAIHNAKERE,2021,24,1.9,6.5,667,2,0.8,110,350
3691,VIMANABHUTHIKERE TANK,2021,25,6.2,7.2,92,2,0.3,140,350
3630,YELAHANKA TANK,2021,25,4,6.5,512,4,1.2,5000,9000
3605,YELLAMALLAPPA TANK,2021,25,3.1,6.6,887,5,0.7,1300,2400
