STN Code,Name,Year,Temperature Min,DO Min,pH Min,Conductivity Min,BOD Min,Nitrate Min,Faecal Coli Form Min,Total Coli Form Min
1446,"HEBALLA VALLEY LAKE AT D/S ROAD BRIDGE NR. MAYA, KARNATAKA",2015,20,0,6,240,2,0,1700,5800
3582,HEBBAL LAKE,2015,25,3,7,1476,5,1,700,5800
3583,KUKKARAHALLI LAKE,2015,25,3,8,658,4,1,1300,700
3584,DALAVAI LAKE,2015,26,0,7,872,11,1,2100,8400
3585,YENNEHOLE LAKE,2015,26,1,7,836,10,0,1400,5800
3586,LIMBHABUDI LAKE,2015,26,1,8,572,7,1,1200,4700
3587,SHETTYKERE LAKE,2015,25,3,8,496,4,1,1100,4800
3591,KEMPAMBUDHI LAKE,2015,24,3,7,1129,5,4,542,542
3592,YEDIYUR LAKE,2015,24,3,7,362,2,0,542,542
3593,"ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING, KARNATAKA",2015,17,1,7,348,3,1,542,542
3601,KARIHOBANAHALLI LAKE,2015,24,5,7,234,3,1,542,542
3602,BELLAUR LAKE,2015,23,0,7,584,5,1,348,542
3608,VARTHUR LAKE,2015,23,0,7,649,3,1,542,542
3610,TUBRAHALLI LAKE,2015,27,2,7,1033,5,0,542,542
3611,KAIKOANAHALLI LAKE,2015,21,3,7,996,4,0,542,542
3612,AGARAM LAKE,2015,21,0,7,839,5,0,542,542
3613,GOTTEGRE LAKE,2015,21,4,7,1304,30,2,0,542
3614,PUTTENAHALLI LAKE (S),2015,23,2,7,260,3,1,542,542
3615,ARAKERE LAKE,2015,27,3,7,515,3,1,17200,542
3616,KALENA AGRAHARA LAKE,2015,23,0,7,798,5,1,426,542
3617,HULIMAVU LAKE,2015,25,1,7,347,3,0,426,542
3620,PARAPPANA AGRAHARA LAKE,2015,24,0,7,994,3,1,542,542
3621,HARALAKUNTE LAKE,2015,22,2,7,631,4,0,542,542
3622,SOMASURA PALYA LAKE,2015,23,1,7,1191,6,1,542,175
3624,PUTTENAHALLI LAKE,2015,28,0,7,822,5,0,542,542
3625,HEBBAL LAKE,2015,26,3,7,8.9,3,0,542,542
3627,JAKKUR LAKE,2015,28,2,7,584,3,0,345,542
3628,AMRUTHAHALLI LAKE,2015,29,1,7,1225,7,2,542,542
3644,MULBHAGAL LAKE,2015,20,4,6,556,4,1,542,542
3645,DEVARAYASAMUDRA LAKE,2015,20,5,7,169,3,1,542,542
3646,NARASAPURA LAKE,2015,23,5,6,72,3,1,49000,94000
3647,HULEDANAHALLI LAKE,2015,21,4,7,57,0,1,141,212
3649,BUGUDANAHALLI LAKE,2015,22,6,7,108,2,0,542,542
3654,GOTTIGERE LAKE,2015,24,2,7,394,2,0,542,542
3559,HULLIGE TANK,2015,26,7,7,458,3,0,300,900
3560,MAVENAKERE,2015,26,6,9,1925,10,0,900,1600
3561,HUIKERE (KOPPAL),2015,26,7,7,386,2,0,300,900
3588,KARANJIKERE,2015,25,3,8,552,3,1,1100,4900
3589,MADIWALA TANK,2015,21,3,7,413,3,1,542,542
3595,BYRASARA TANK,2015,17,1,7,518,4,1,542,542
3597,HESARAGHATTA TANK,2015,24,3,5,84,2,0,221,542
3598,HEROHALLI TANK,2015,24,4,7,638,4,0,542,542
3599,MADAVARA TANK,2015,23,3,7,104,4,1,140,542
3600,SHIVAPURA TANK,2015,25,4,7,1400,6,2,240000,542
3604,DODDANAKUI TANK,2015,27,5,7,793,3,0,542,542
3605,YELLAMALLAPPA TANK,2015,26,0,7,803,3,1,542,542
3606,DASARAHALLI TANK,2015,23,4,7,124,3,0,542,542
3607,KALKERE TANK,2015,26,0,7,418,4,1,542,542
3618,SINGASARA LAKE,2015,23,2,7,640,4,1,542,542
3619,BEGUR TANK,2015,27,4,7,941,4,1,542,542
3626,NAGAVARA TANK,2015,27,4,7,576,3,0,542,542
3629,ALLASARA TANK,2015,26,4,7,604,3,0,542,542
3630,YELAHANKA TANK,2015,27,1,7,588,3,0,542,542
3632,VEERAPURA TANK,2015,23,7,7,344,4,1,542,542
3634,DEVARAKERE TANK,2015,20,3,7,514,4,1,49000,221000
3635,MALATHAHALLI TANK,2015,24,2,7,1129,3,1,542,542
3637,BYRAMANGALA TANK,2015,26,0,7,1215,2,2,542,542
3639,YELAHANKA TANK,2015,27,1,7,1370,6,4,0,542
3643,BEENNIGANAHALLI TANK,2015,23,0,7,655,3,1,542,542
3651,BHEEMSARA TANK,2015,28,0,7,898,4,2,542,542
3652,PAVAGADA TANK,2015,31,3,6,500,7,3,542,542
3653,DODDAKERE TANK,2015,24,0,7,149,1,0,240,542
3656,NALLIKATTE KERE,2015,23,6,7,290,2,0,330,2100
3657,KAACHACHALLI KOPPALUKERE,2015,24,4,7,790,3,0,490,3500
3658,KALLAKATTE KERE,2015,25,1,7,1140,5,0,7900,22000
3659,MATHANA KERE,2015,2,3,7,700,4,0,3200,13000
3660,HUNASINA KERE,2015,24,2,7,700,4,0,4900,17000
3661,KOKKANAGHATTADODDAKERE,2015,25,5,8,980,2,0,330,2800
3662,KAWSHIKAKERE,2015,24,5,8,370,2,0,380,1700
3663,JOLADAKATTE,2015,25,6,8,400,1,0,400,1700
3664,BASAVANAHALLIKERE,2015,25,6,7,370,2,0,260,1400
3665,LINGAPPANAKATTE,2015,24,3,7,540,2,0,270,2200
3666,GANIGARAHOSAHALLIKERE,2015,24,6,7,340,2,0,210,1600
3667,SATHENAHALLIDODDAKERE,2015,24,5,7,410,1,0,580,2100
3668,SODHARAHALLIKERE,2015,24,6,7,390,2,0,260,1700
3669,SHELERAMANAHALLIKERE,2015,25,5,7,320,1,0,330,1700
3670,HAINARAKATTE,2015,25,5,7,250,1,0,330,1700
3671,HANUMANTHAPURAKATTE,2015,25,6,8,320,1,0,210,1100
3672,SANKALAPURAKERE,2015,24,5,8,430,2,0,430,2100
3673,HAVALIKERE,2015,23,5,7,560,2,0,210,1700
3674,SATHAMANGALAKERE,2015,25,6,7,330,3,0,430,5400
3675,B KALEHALLIKERE,2015,26,5,7,360,2,0,330,1700
3676,THAVENAHALLIKERE,2015,23,5,7,380,2,0,320,2100
3677,SHARANABAWESHWARA KERE,2015,26,7,8,976,5,0,110,300
3679,BHUTANALA LAKE,2015,30,3,8,630,2,0,500,900
3680,KILLA LAKE,2015,22,5,7,420,1,0,500,900
3681,ANGOL MI TANL,2015,22,0,6,730,6,0,900,1600
3682,KAKATI POND,2015,22,5,8,900,1,0,900,1600
3683,HEREKERE,2015,20,4,7,687,29,3,170,550
3684,KELEGERE,2015,20,7,8,740,2,1,130,275
3685,NAVALOORU LAKE,2015,22,6,8,488,3,1,170,900
3686,NIRASAGARAKERE,2015,20,7,8,405,1,0,11,17
3687,NUGGIKERE,2015,21,6,7,635,3,1,110,275
3688,SUDANAKERE,2015,20,6,8,604,4,1,170,350
3689,SOMESHWARAKERE,2015,20,6,7,63,3,2,110,350
3690,UNAKALKERE,2015,21,7,8,810,4,1,170,350
3691,VIMANABHUTHIKERE,2015,25,6,7,85,2,0,22,70
3692,KUUVADAKERE,2015,24,5,7,130,2,0,110,280
3693,BHATHIKERE,2015,24,4,7,300,3,0,500,500
3694,SHANTHISAGARKERE,2015,26,7,7,120,2,0,90,220
3695,KOAGGIKERE,2015,23,7,7,170,2,0,80,220
3696,AIANAKERE,2015,26,3,8,910,10,0,350,900
3697,MATTADAKERE,2015,26,7,7,1040,4,0,170,500
1388,"ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING,KARNA",2016,27,5.7,7.6,451,4,1.3,3300,24000
1446,"HEBALLA VALLEY LAKE AT D/S ROAD BRIDGE NR. MANDYA, KARNATAKA",2016,23,1,7.6,468,3,0.3,2300,24000
3582,HEBBAL LAKE,2016,25,1.7,7.6,1724,7,0.2,3400,24000
3583,KUKKARAHALLI LAKE,2016,25,5.6,8.3,686,4.2,0.1,490,5400
3584,DALAVAI LAKE,2016,24,0.2,7.5,972,12,0.2,3300,24000
3585,YENNEHOLE LAKE,2016,25,1.2,7.7,1024,11,0.4,3300,24000
3586,LIMBHABUDI LAKE,2016,26,4.4,7.9,650,6,0.2,2300,24000
3587,SHETTYKERE LAKE,2016,25,3.1,7.8,648,6.1,0.1,920,1600
3592,YEDIYUR LAKE,2016,22,5.1,6.7,291,3,0,1200,16000
3593,"ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING, KARNATAKA",2016,27,5.4,6.7,429,4,0.8,3300,24000
3601,KARIHOBANAHALLI LAKE,2016,23,0.2,6.6,619,5,0.4,3300,24000
3602,BELLANDUR LAKE,2016,27,1.6,6.9,961,6,0,23,24000
3608,VARTHUR LAKE,2016,26,2.2,6.7,1003,5,1,4000,24000
3610,TUBRAHALLI LAKE,2016,26,1,7.2,1350,9,1.2,2100,7000
3611,KAIKONDANAHALLI LAKE,2016,27,2.6,6.7,561,4.5,0.5,4000,24000
3612,AGARAM LAKE,2016,27,1,6.9,833,4.5,0.4,4000,24000
3614,PUTTENAHALLI LAKE (S),2016,27,2.2,6.9,582,3.6,0.8,3300,24000
3615,ARAKERE LAKE,2016,27,4.2,6.8,565,3,0.6,4600,35000
3616,KALENA AGRAHARA LAKE,2016,27,4.6,7.4,590,5,0.2,2300,24000
3617,HULIMAVU LAKE,2016,27,2.4,7,989,3.3,0.2,2300,24000
3618,SINGASANDRA LAKE,2016,27,1,6.8,560,4,0.6,4000,24000
3620,PARAPPANA AGRAHARA LAKE,2016,27,3.2,6.8,587,4.7,1.1,1500,16000
3621,HARALAKUNTE LAKE,2016,27,2.5,7,680,4,0.3,3300,24000
3622,SOMASUNDRA PALYA LAKE,2016,27,2.3,6.8,595,10,1,240,2200
3624,PUTTENAHALLI LAKE,2016,24,0.7,6.9,970,18,0.8,910,5800
3625,HEBBAL LAKE,2016,23,4.4,7.2,695,3,0.9,4000,35000
3627,JAKKUR LAKE,2016,26,3.8,7.1,825,6,1.5,3300,24000
3644,MULBHAGAL LAKE,2016,23,4.3,7.3,1199,3,0.5,3300,24000
3645,DEVARAYASAMUDRA LAKE,2016,24,5.3,7.1,214,2.7,0,4600,35000
3646,NARASAPURA LAKE,2016,24,3.5,7.3,434,2,0.3,2300,24000
3649,BUGUDANAHALLI LAKE,2016,25,5.5,7.1,117,3,0.2,2300,24000
3659,MATHANA KERE,2016,25,3.4,7.9,980,3,0,3300,24000
3660,HUNASINA KERE,2016,25,3.6,8,960,3,0.1,2200,24000
3661,KOKKANAGHATTADODDAKERE,2016,25,4.7,7.7,38,3,0.1,3300,24000
3667,SATHENAHALLIDODDAKERE,2016,25,5.2,7.6,390,2,0,4900,24000
3669,SHELERAMANAHALLIKERE,2016,25,5.1,7.4,280,2,0,4800,35000
3559,HULLIGE TANK,2016,25,6,6.9,166,10,0,4600,35000
3560,MAVENAKERE,2016,26,3,8.6,1586,16,0,2300,24000
3561,HUNDIKERE (KOPPAL),2016,25,6.3,7.2,347,2.5,0,920,1600
3565,PILIKULA TANK,2016,27,6.2,6.6,98,1,0,2300,24000
3588,KARANJIKERE,2016,24,6,7.8,530,4,0.1,2700,24000
3589,MADIWALA TANK,2016,26,1.3,6.9,581,4,0.4,2600,24000
3590,LALBAGH TANK,2016,22,5.6,7.1,459,3,0.1,830,4600
3594,SANKEY TANK,2016,26,5.1,7.4,390,3,0.2,460,3500
3595,BYRASANDRA TANK,2016,27,5.6,7.2,438,4,0.5,780,5800
3597,HESARAGHATTA TANK,2016,26,4.1,5.8,99,4,1.1,3300,24000
3598,HEROHALLI TANK,2016,22,0.4,6.7,565,4,0.1,3300,24000
3599,MADAVARA TANK,2016,22,1.4,6.8,684,5,0.2,3900,24000
3600,SHIVAPURA TANK,2016,24,2.5,6.6,378,6,0.3,3300,24000
3603,VENGAIHNAKERE,2016,27,3,7,1214,6,1,3400,24000
3604,DODDANAKUNDI TANK,2016,25,2.1,6.9,857,4,1,26,109
3605,YELLAMALLAPPA TANK,2016,27,1.5,7,1087,4,1.6,4600,35000
3606,DASARAHALLI TANK,2016,21,5.6,7,690,4,0.1,2300,24000
3607,KALKERE TANK,2016,28,,7,1313,22,2,330,9200
3619,BEGUR TANK,2016,27,2.4,6.9,842,4.8,0.1,3300,24000
3626,NAGAVARA TANK,2016,25,3.8,7,694,2,0.8,4000,35000
3629,ALLASANDRA TANK,2016,24,5.6,7,685,5,1.4,3300,24000
3630,YELAHANKA TANK,2016,26,4.1,7.4,794,5,1.4,3300,35000
3632,VEERAPURA TANK,2016,21,2.1,6.1,241,3,0.4,3300,24000
3634,DEVARAKERE TANK,2016,22,2.3,6.7,471,3,0,3300,24000
3635,MALATHAHALLI TANK,2016,22,2.4,6.8,863,6,0.1,3300,24000
3637,BYRAMANGALA TANK,2016,26,0.9,6.8,989,7,0.4,700,4700
3640,UTTARAHALLI DORAIKERE TANK,2016,24,2.6,6.6,7,1,0.1,4800,35000
3641,DHOREKERE TANK,2016,25,0.4,7,374,4,0,4300,35000
3643,BEENNIGANAHALLI TANK,2016,25,2.1,6.9,862,4,0.9,2300,24000
3648,MYDALA TANK,2016,27,4.3,6.7,141,3,0,2300,24000
3650,MELEKOTE TANK,2016,26,1.5,6.8,614,8,1.1,2300,24000
3651,BHEEMSANDRA TANK,2016,26,0.5,6.8,1369,10,1.6,9400,54000
3653,DODDAKERE TANK,2016,28,5.8,6.5,185,3,0.2,3400,24000
3654,GOTTIGERE LAKE,2016,28,3.9,6.8,1016,5,0.7,4000,24000
3656,NALLIKATTE KERE TANK,2016,27,6.5,7.4,480,2,0.2,2300,24000
3657,KAACHACHALLI KOPPALUKERE TANK,2016,25,2.7,7.4,390,5,0.1,11000,160000
3662,KAWSHIKAKERE TANK,2016,25,5.4,8.1,400,3,0,3300,24000
3663,JOLADAKATTE TANK,2016,25,6.5,8.2,440,3,0.1,4600,24000
3664,BASAVANAHALLIKERE TANK,2016,26,6.8,8.1,420,2,0.1,1300,7900
3665,LINGAPPANAKATTE TANK,2016,24,2.6,7.6,470,5,0.1,-,-
3666,GANIGARAHOSAHALLIKERE TANK,2016,27,6.1,7.3,400,1,0,6300,54000
3668,SODHARAHALLIKERE TANK,2016,26,5.2,7.4,280,3,0.1,3300,35000
3670,HAINARAKATTE TANK,2016,26,6.7,7.6,380,2,0.1,3300,24000
3671,HANUMANTHAPURAKATTE TANK,2016,26,4.5,7.8,320,2,0,1480,3200
3672,SANKALAPURAKERE TANK,2016,28,6.4,7.7,610,3,0.1,4100,24000
3673,HAVALIKERE TANK,2016,26,2.1,7.2,330,4,0,130,1100
3674,SATHAMANGALAKERETANK,2016,27,4.8,7.5,410,3,0.2,110,920
3675,B KALEHALLIKERE TANK,2016,28,6.7,7,460,4,0.1,6300,54000
3676,THAVENAHALLIKERE TANK,2016,27,4,7.4,400,4,0.3,330,2200
3677,SHARANABAWESHWARA KERE TANK,2016,26,5.1,8.4,765,3.5,0,3300,24000
3679,BHUTANALA LAKE,2016,23,4.8,8.1,820,3.7,0.1,2700,24000
3680,KILLA LAKE,2016,22,5.6,7.6,460,1.8,0.7,-,-
3681,ANGOL MI TANLTANK,2016,24,0.4,6.9,520,3.5,1.1,3300,35000
3682,KAKATI POND,2016,26,0.7,8.2,680,1.9,0.1,3300,24000
3683,HEREKERETANK,2016,23,3.9,6.8,612,21,0.6,4800,35000
3684,KELEGERETANK,2016,22,6.9,7.9,860,3.5,0.2,2300,24000
3685,NAVALOORU LAKE,2016,23,6.1,7.8,800,4.8,0.5,3300,13000
3686,NIRASAGARAKERETANK,2016,25,7.2,7.7,463,2.1,0.2,4700,35000
3687,NUGGIKERETANK,2016,22,6.4,7.7,847,3.9,0.5,2300,24000
3688,SUDANAKERETANK,2016,22,6,7.5,826,3.6,0.5,2300,24000
3689,SOMESHWARAKERETANK,2016,22,6,7.4,812,4.6,0.6,3300,35000
3690,UNAKALKERETANK,2016,23,5.9,7.8,1073,4.2,0.4,3300,24000
3691,VIMANABHUTHIKERE TANK,2016,26,6,7.3,98,2,0,140,1100
3692,KUNDUVADAKERETANK,2016,25,5.9,7.4,140,2,0.1,92,920
3693,BHATHIKERETANK,2016,25,3.8,7,430,9,0.2,210,1700
3694,SHANTHISAGARKERETANK,2016,25,6.4,7.1,140,2.3,0.1,63,279
3695,KONDAGGIKERETANK,2016,25,6.2,7,240,2.1,0.1,3400,24000
3696,AIANAKERETANK,2016,25,5.4,7.2,1280,16,0.6,4600,35000
3697,MATTADAKERETANK,2016,24,5,7.5,1260,4.6,0.4,350,1600
1388,"ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING,
KARNATAKA",2017,28,4.2,7.4,410,3,0.55,170,1200
1446,"HEBALLA VALLEY LAKE AT D-S ROAD BRIDGE NR. MANDYA,
KARNATAKA",2017,23,4,7.6,496,2,0.24,350,1600
3582,HEBBAL LAKE,2017,21,2.8,6.4,1203,6.5,0.1,200,1700
3583,KUKKARAHALLI LAKE,2017,24,5.2,7.4,526,4,0.2,2700,24000
3584,DALAVAI LAKE,2017,24,1.1,7,754,10.4,0.13,210,1400
3585,YENNEHOLE LAKE,2017,25,1.2,7.2,733,10.6,0.3,920,1600
3586,LIMBHABUDI LAKE,2017,24,3.3,7.5,310,4.2,0.15,3300,24000
3587,SHETTYKERE LAKE,2017,24,4,7.9,469,4,0.24,2100,24000
3591,KEMPAMBUDHI LAKE,2017,21,4.2,6.8,282,4,0.7,110,920
3592,YEDIYUR LAKE,2017,21,0.7,6.5,250,2,0.31,700,4300
3593,"ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING,
KARNATAKA",2017,27,4.2,6.9,330,3,0.41,32,212
3601,KARIHOBANAHALLI LAKE,2017,25,1,6.6,1417,6.6,2.7,3300,24000
3602,BELLANDUR LAKE,2017,27,0.6,6.7,552,4,1,3300,35000
3608,VARTHUR LAKE,2017,28,1.8,6.8,644,4,1.1,140,1100
3610,TUBRAHALLI LAKE,2017,26,3.1,7,889,8,0.85,-,-
3611,KAIKONDANAHALLI LAKE,2017,27,4.1,7.2,582,2,0.76,93,920
3612,AGARAM LAKE,2017,27,4.9,7.2,576,2,0.6,-,-
3613,GOTTEGRE LAKE,2017,29,,7.1,1081,45,2,3100,24000
3614,PUTTENAHALLI LAKE (S),2017,27,1,7,598,4.5,1,94,920
3615,ARAKERE LAKE,2017,27,1.1,7,643,5,1,2300,24000
3616,KALENA AGRAHARA LAKE,2017,28,2.7,6.8,251,3.9,0.84,4900,24000
3617,HULIMAVU LAKE,2017,27,1.5,6.9,607,4,0.8,2300,24000
3618,SINGASANDRA LAKE,2017,25.3,1.5,6.8,544,2,0.7,930,7000
3620,PARAPPANA AGRAHARA LAKE,2017,25.1,3.7,6.2,425,3,1,4900,24000
3621,HARALAKUNTE LAKE,2017,25,5,6.4,588,2,1,7900,35000
3622,SOMASUNDRA PALYA LAKE,2017,25.2,3.3,6.7,547,3,1,3300,24000
3624,PUTTENAHALLI LAKE,2017,27,0.3,6.5,218,6,1.2,4600,35000
3625,HEBBAL LAKE,2017,27,3.5,6.8,552,3,0.85,-,-
3627,JAKKUR LAKE,2017,28,2.2,7,539,4,0.32,14000,54000
3644,MULBHAGAL LAKE,2017,23,2.5,7,224,3,0.38,4600,35000
3645,DEVARAYASAMUDRA LAKE,2017,23,1.1,6.6,185,2,0.8,630,5400
3646,NARASAPURA LAKE,2017,24,6,6.6,206,2,0.45,4000,24000
3647,HULEDANAHALLI LAKE,2017,24,6.4,6.8,155,2,2,3300,24000
3649,BUGUDANAHALLI LAKE,2017,24,5.4,6.8,121,3,0.18,2,10
3559,HULLIGE TANK,2017,23,6.4,7.1,255,,0,19,76
3560,MAVENAKERE,2017,26,5.8,8.4,1257,,0,94,920
3561,HUNDIKERE (KOPPAL),2017,23,6,7.1,298,,0,23,23
3565,PILIKULA TANK,2017,28,6,6.7,133,1,0.18,1200,35000
3588,KARANJIKERE,2017,22,5.2,7.1,417,3.6,0.08,3300,24000
3589,MADIWALA TANK,2017,27,3.4,7,446,2.5,0.8,7900,54000
3590,LALBAGH TANK,2017,21,4,6.5,380,3,0.45,2,19
3594,SANKEY TANK,2017,25,5,6.6,411,3,0.5,170,1100
3595,BYRASANDRA TANK,2017,28,4.6,6.7,430,3,0.8,490,2400
3597,HESARAGHATTA TANK,2017,24,4.5,6.9,109,3,0.2,220,1600
3598,HEROHALLI TANK,2017,25,2.2,6.7,390,3,1,140,1100
3599,MADAVARA TANK,2017,25,0.7,6.8,448,3,1,-,-
3600,SHIVAPURA TANK,2017,25,0.4,6.7,1442,5,2.02,630,2200
3603,VENGAIHNAKERE,2017,27,3.7,7,648,4,1.2,4000,35000
3604,DODDANAKUNDI TANK,2017,25,3.5,6.5,648,3,0.9,13,70
3605,YELLAMALLAPPA TANK,2017,26,3.9,6.8,641,4,1.3,340,2200
3606,DASARAHALLI TANK,2017,25,3.5,6.7,304,3,0,4600,35000
3619,BEGUR TANK,2017,25.2,4.5,6.8,575,2,0.68,41,221
3626,NAGAVARA TANK,2017,28,4.6,6.8,546,3,0.2,21,120
3629,ALLASANDRA TANK,2017,20,3.2,5.9,538,3,0.1,2700,24000
3630,YELAHANKA TANK,2017,28,2.4,5.9,724,4,0.76,4600,24000
3632,VEERAPURA TANK,2017,22,5,6.6,369,3,0,2300,24000
3634,DEVARAKERE TANK,2017,25.2,4,6.6,339,3,0.46,-,-
3635,MALATHAHALLI TANK,2017,24.8,0.2,6.9,1147,3,2.2,140,24000
3637,BYRAMANGALA TANK,2017,23.8,0.5,6.7,562,3.6,0,3300,24000
3638,ANNAYAPPA TANK,2017,23,4.1,7.1,252,3,0.59,2100,8400
3639,KENGERI TANK,2017,34.7,0.6,6.8,3030,120,6,580,4300
3640,UTTARAHALLI DORAIKERE,2017,23.8,2.6,6.5,286,3,0.6,2100,8400
3641,DHOREKERE,2017,24.6,2.2,6.5,461,4,1.05,2100,8400
3643,BEENNIGANAHALLI TANK,2017,24,3.1,6.6,771,3,1,1100,4800
3648,MYDALA,2017,22,4.6,7.2,255,3,0.28,910,4800
3650,MELEKOTE,2017,24,0.8,7,804,3,0.33,1700,9200
3651,BHEEMSANDRA TANK,2017,24,1.8,6.8,728,3,2.1,940,5400
3653,DODDAKERE TANK,2017,24,4.7,6.6,195,3,0,4100,24000
3654,GOTTIGERE LAKE,2017,24,2.1,6.6,365,3,0.27,630,5400
3659,MATHANA KERE,2017,24,6.7,7.9,10,3,0.2,12000,92000
3660,HUNASINA KERE,2017,24,6.8,7.9,10,4.2,0.23,7000,54000
3661,KOKKANAGHATTADODDAKERE,2017,24,6.2,7.6,620,3,0.14,330,3500
3668,SODHARAHALLIKERE,2017,25,5.1,7.6,440,3,0.13,4800,7000
3669,SHELERAMANAHALLIKERE,2017,25,5.4,7.7,400,2,0.12,3300,24000
3677,SHARANABAWESHWARA KERE,2017,26,6,7.2,992,11,0,4800,35000
3679,BHUTANALA LAKE,2017,25,6.7,7.4,460,0.5,0.8,17000,92000
3680,KILLA LAKE,2017,24,5.3,7.5,340,1,0.16,330,3500
3681,ANGOL MI TANL,2017,24,1.4,6.5,480,16.5,0.48,790,9200
3682,KAKATI POND,2017,24,5.8,8.1,400,2.2,0.58,340,3500
3683,HEREKERE,2017,25,3.1,6.9,530,23.1,0.51,840,9200
3684,KELEGERE,2017,26,7.1,7.7,972,3.2,0.48,630,5400
3685,NAVALOORU LAKE,2017,26,6.1,7.6,830,4.4,0.86,630,5400
3686,NIRASAGARAKERE,2017,26,7,7.2,560,3,0.33,410,3500
3687,NUGGIKERE,2017,25,6.1,7.6,696,3.4,0.31,460,5400
3688,SUDANAKERE,2017,27,6.3,7.3,566,3.9,0.25,1500,16000
3689,SOMESHWARAKERE,2017,25,5.9,7.3,778,4.7,0.12,630,5400
3690,UNAKALKERE,2017,26,6.6,7.6,1213,3.6,0.69,1700,16000
3691,VIMANABHUTHIKERE,2017,25,5.9,7.2,90,2,0,4600,35000
3692,KUNDUVADAKERE,2017,25,5.6,7.1,120,2.3,0,4100,24000
3693,BHATHIKERE,2017,25,4.2,7.4,280,5,0,940,5400
3694,SHANTHISAGARKERE,2017,26,5.5,7.6,130,2.5,0,390,5400
3695,KONDAGGIKERE,2017,25,5.3,7.1,140,3,0,84,920
3696,AIANAKERE,2017,25,4,7.3,520,16,0,500,900
3697,MATTADAKERE,2017,24.5,2,7.7,350,5,0,350,900
1388,"ULSOOR LAKE TRAINING
CENTRE OF FISH BREEDING, KARN",2018,24.6,4.1,6.8,302,2,0.5,9,120
1446,"HEBALLA VALLEY LAKE AT D/S
ROAD BRIDGE NR. MANDYA,",2018,24,0.5,6.7,120,2.4,0.1,3300,24000
3582,HEBBAL LAKE,2018,20,0,5.7,983,4,0.4,1700,9200
3583,KUKKARAHALLI LAKE,2018,22,6.5,8.4,535,3,0.2,940,5400
3584,DALAVAI LAKE,2018,23,0,6.5,896,10.1,0.2,490,5400
3585,YENNEHOLE LAKE,2018,19,0,7.3,852,10.4,0.2,1100,9200
3586,LIMBHABUDI LAKE,2018,20,4,7.9,467,3,0.1,700,5400
3587,SHETTYKERE LAKE,2018,22,5,7.6,654,3,0.1,700,5400
3591,KEMPAMBUDHI LAKE,2018,24,5.5,6.9,421,3,0.5,480,3500
3592,YEDIYUR LAKE,2018,24,5,6.5,265,3,0.2,4000,35000
3593,"ULSOOR LAKE TRAINING
CENTRE OF FISH BREEDING, KARN",2018,27,5,7,320,3,0.5,790,9200
3601,KARIHOBANAHALLI LAKE,2018,25,0,7.2,1680,18,1.4,6300,54000
3602,BELLANDUR LAKE,2018,26,0,6.8,418,3,0.6,480,2400
3608,VARTHUR LAKE,2018,25,3.2,6.5,885,5,0.4,4600,34000
3610,TUBRAHALLI LAKE,2018,23,1.6,6.8,1072,4,0.9,480,3500
3611,KAIKONDANAHALLI LAKE,2018,26,2.8,6.5,657,4,0.7,4100,54000
3612,AGARAM LAKE,2018,26,1.3,6.5,525,2,0.5,700,5400
3613,GOTTEGRE LAKE,2018,28,2.3,6.1,456,4,0.7,11000,92000
3614,PUTTENAHALLI LAKE (S),2018,25.2,2.2,6.3,479,3,0.9,4100,35000
3615,ARAKERE LAKE,2018,25.4,0.9,6.5,707,4,1,460,3500
3616,KALENA AGRAHARA LAKE,2018,25.2,5.4,7,640,4,1.5,46000,540000
3617,HULIMAVU LAKE,2018,25.3,2.3,6.4,484,4,0.9,4100,24000
3618,SINGASANDRA LAKE,2018,26,1.5,6.5,66,3.6,0.7,3300,35000
3620,PARAPPANA AGRAHARA LAKE,2018,25,2.1,6.5,760,3,0.4,7900,54000
3621,HARALAKUNTE LAKE,2018,27,1.5,6.3,679,4,0.5,460,3500
3622,SOMASUNDRA PALYA LAKE,2018,26,0,6.6,777,6,0.8,1200,9200
3624,PUTTENAHALLI LAKE,2018,26,0,6.8,783,3,0.4,460,3500
3625,HEBBAL LAKE,2018,24,4.2,6,478,3,0.4,540,9200
3627,JAKKUR LAKE,2018,28,4,6.6,632,4,0.8,1200,9200
3628,AMRUTHAHALLI LAKE,2018,27,0.5,6.8,1003,5,0.6,630,5400
3644,MULBHAGAL LAKE,2018,22,1.2,7.2,1522,8,1,1100,16000
3645,DEVARAYASAMUDRA LAKE,2018,22,1.8,6.6,220,3,0.2,790,5400
3646,NARASAPURA LAKE,2018,20,2.8,6.8,315,2,0.4,460,3500
3647,HULEDANAHALLI LAKE,2018,23,2,7.1,207,4,0.4,1700,9200
3649,BUGUDANAHALLI LAKE,2018,22,5.6,6.2,122,3,0.1,790,9200
4094,"GANGONDANA HALLI LAKE,
BENGALURU NORTH",2018,23,0.4,6.6,1912,19,2,700,5400
4095,"CHIKKABANVARA LAKE,
CHIKKABANWARA, BENGALURU NORTH",2018,23,1.5,6.7,1529,4,1.2,1200,9200
4096,"ANDHRAHALLI LAKE,
ANDHRAHALLI, BENGALURU",2018,23,0.8,6.5,55,4,0.4,940,5400
